Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour,Time_period
10:18:00,Sunday,Under 18,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,Unknown,Office areas,Unknown,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Pedestrian,Male,Under 18,3,Driver,Normal,Unknown or other,Overturning,Slight Injury,10,Morning
10:18:00,Sunday,Unknown,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,10,Morning
18:55:00,Sunday,Under 18,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,1,4,Going straight,Driver or rider,Male,5,3,Other,Normal,Not a Pedestrian,No distancing,Serious Injury,18,Evening
18:55:00,Sunday,Under 18,Male,Junior high school,Employee,1-2yr,Automobile,Unknown,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,4,Going straight,Driver or rider,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Serious Injury,18,Evening
18:55:00,Sunday,Under 18,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,1,4,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,18,Evening
18:55:00,Sunday,Under 18,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,4,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,18,Evening
22:00:00,Friday,Unknown,Female,Elementary school,Employee,5-10yr,Lorry (41?100Q),Governmental,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Overtaking,Driver or rider,Male,18-30,3,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury,22,Night
22:00:00,Friday,Unknown,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,3,Unknown,Unknown,Not a Pedestrian,No distancing,Slight Injury,22,Night
8:30:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Unknown,Industrial areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,8,Morning
17:20:00,Wednesday,Unknown,Unknown,Elementary school,Employee,5-10yr,Automobile,Owner,5-10yrs,Unknown,Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,17,Evening
12:41:00,Tuesday,Unknown,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Church areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,12,Afternoon
12:41:00,Tuesday,Over 51,Male,Junior high school,Employee,1-2yr,Public (13?45 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,12,Afternoon
15:08:00,Saturday,18-30,Male,High school,Employee,Below 1yr,Automobile,Owner,Above 10yr,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,na,na,na,na,Unknown,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,15,Afternoon
6:33:00,Monday,31-50,Male,Elementary school,Employee,Above 10yr,Public (13?45 seats),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Rollover,2,1,Going straight,Driver or rider,Male,31-50,3,Other,Normal,Not a Pedestrian,Moving Backward,Slight Injury,6,Morning
6:33:00,Monday,31-50,Unknown,High school,Owner,1-2yr,Public (13?45 seats),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,6,Morning
8:45:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,Below 1yr,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,8,Morning
8:45:00,Thursday,Under 18,Male,Unknown,Employee,5-10yr,Lorry (11?40Q),Owner,Unknown,No defect,Industrial areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,8,Morning
8:45:00,Thursday,Under 18,Male,High school,Owner,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,18-30,3,Unknown,Unknown,Not a Pedestrian,Driving at high speed,Slight Injury,8,Morning
7:51:00,Thursday,18-30,Male,High school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,7,Morning
7:51:00,Thursday,18-30,Male,Junior high school,Employee,1-2yr,Other,Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,7,Morning
17:14:00,Wednesday,Over 51,Male,Elementary school,Employee,1-2yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Moving Backward,Passenger,Male,31-50,3,Unknown,Unknown,Not a Pedestrian,Driving carelessly,Slight Injury,17,Evening
22:15:00,Friday,Unknown,Male,High school,Employee,1-2yr,Lorry (11?40Q),Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,2,Other,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,22,Night
22:15:00,Friday,18-30,Male,Above high school,Employee,5-10yr,Motorcycle,Organization,Unknown,Unknown,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,2,Going straight,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,22,Night
22:15:00,Friday,18-30,Male,Unknown,Unknown,Unknown,Pick up upto 10Q,Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,22,Night
15:31:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Unknown,Unknown,Unknown,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,15,Afternoon
23:16:00,Tuesday,18-30,Male,Elementary school,Owner,5-10yr,Lorry (11?40Q),Organization,5-10yrs,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury,23,Night
23:16:00,Tuesday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Above 10yr,Unknown,School areas,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking,Serious Injury,23,Night
15:32:00,Saturday,18-30,Male,High school,Owner,5-10yr,Automobile,Owner,5-10yrs,Unknown,Hospital areas,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,15,Afternoon
15:32:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,15,Afternoon
9:39:00,Saturday,Unknown,Female,Junior high school,Owner,1-2yr,Other,Owner,Unknown,Unknown,School areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,9,Morning
9:39:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury,9,Morning
17:25:00,Thursday,31-50,Male,Junior high school,Owner,5-10yr,Taxi,Owner,5-10yrs,Unknown,Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,Passenger,Female,18-30,2,Unknown,Unknown,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,17,Evening
17:25:00,Thursday,Over 51,Male,Junior high school,Owner,Above 10yr,Other,Owner,Unknown,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,17,Evening
17:00:00,Friday,31-50,Male,High school,Employee,5-10yr,Taxi,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Other,na,na,na,na,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,Slight Injury,17,Evening
17:00:00,Friday,31-50,Male,High school,Owner,2-5yr,Lorry (11?40Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Other,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,17,Evening
17:00:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Reversing,Driver or rider,Female,18-30,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury,17,Evening
13:25:00,Sunday,31-50,Male,Elementary school,Employee,2-5yr,Other,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,13,Afternoon
6:11:00,Wednesday,Over 51,Male,Elementary school,Employee,5-10yr,Automobile,Governmental,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Male,Over 51,2,Driver,Normal,Crossing from driver's nearside,Moving Backward,Slight Injury,6,Morning
6:11:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,31-50,3,Unknown,Unknown,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury,6,Morning
20:40:00,Sunday,Under 18,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury,20,Evening
20:40:00,Sunday,31-50,Male,Unknown,Unknown,Unknown,Automobile,Owner,2-5yrs,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Turnover,na,na,na,na,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,Serious Injury,20,Evening
22:55:00,Saturday,18-30,Male,Elementary school,Employee,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,Unknown,Industrial areas,One way,Unknown,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Pedestrian,Female,18-30,3,Unknown,Unknown,Crossing from driver's nearside,Changing lane to the left,Serious Injury,22,Night
22:55:00,Saturday,18-30,Male,Elementary school,Employee,Below 1yr,Other,Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,3,Going straight,Driver or rider,Female,Under 18,3,Driver,Unknown,Not a Pedestrian,No priority to vehicle,Serious Injury,22,Night
22:55:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,na,na,na,na,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,Serious Injury,22,Night
17:50:00,Thursday,18-30,Male,Elementary school,Owner,1-2yr,Pick up upto 10Q,Governmental,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,2,Unemployed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,17,Evening
17:50:00,Thursday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Governmental,Unknown,No defect,Unknown,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,17,Evening
9:23:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Long lorry,Owner,Unknown,Unknown,Other,Unknown,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,9,Morning
9:23:00,Sunday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,2,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,9,Morning
0:56:00,Thursday,18-30,Male,High school,Employee,2-5yr,Public (13?45 seats),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Going straight,Driver or rider,Male,18-30,3,Unknown,Unknown,Not a Pedestrian,Driving under the influence of drugs,Serious Injury,0,Night
0:56:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,5-10yrs,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,0,Night
8:05:00,Thursday,Unknown,Male,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Female,Over 51,3,Driver,Normal,"Walking along in carriageway, back to traffic",No distancing,Slight Injury,8,Morning
8:05:00,Thursday,Under 18,Male,Junior high school,Employee,1-2yr,Other,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Passenger,Male,31-50,2,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,8,Morning
19:30:00,Thursday,Unknown,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,19,Evening
19:30:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Unknown,Unknown,Not a Pedestrian,No priority to vehicle,Slight Injury,19,Evening
16:47:00,Friday,Over 51,Male,Junior high school,Employee,1-2yr,Long lorry,Other,1-2yr,No defect,Recreational areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Unknown,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,16,Afternoon
16:47:00,Friday,31-50,Male,Elementary school,Employee,1-2yr,Pick up upto 10Q,Owner,5-10yrs,No defect,School areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,16,Afternoon
16:47:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,Unknown,No defect,Church areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,Pedestrian,Female,18-30,3,Unknown,Unknown,Unknown or other,Driving carelessly,Slight Injury,16,Afternoon
14:28:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,5-10yrs,Unknown,Office areas,Unknown,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,31-50,3,Driver,Normal,Unknown or other,Driving under the influence of drugs,Slight Injury,14,Afternoon
12:35:00,Saturday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,2-5yrs,Unknown,Residential areas,One way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,31-50,3,Other,Normal,Crossing from driver's nearside,Changing lane to the right,Slight Injury,12,Afternoon
12:35:00,Saturday,Unknown,Female,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Other,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing) - masked by parked or statioNot a Pedestrianry vehicle",No priority to vehicle,Slight Injury,12,Afternoon
1:20:00,Sunday,31-50,Male,Elementary school,Owner,5-10yr,Other,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,Night
1:20:00,Sunday,18-30,Male,Elementary school,Employee,Above 10yr,Unknown,Governmental,1-2yr,No defect,Industrial areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury,1,Night
1:20:00,Sunday,18-30,Male,Junior high school,Employee,1-2yr,Other,Governmental,1-2yr,No defect,Church areas,other,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,Night
15:30:00,Thursday,Unknown,Female,Unknown,Unknown,Unknown,Automobile,Organization,1-2yr,No defect,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Other,Pedestrian,Female,18-30,2,Driver,Normal,Unknown or other,No priority to vehicle,Slight Injury,15,Afternoon
15:30:00,Thursday,Under 18,Male,High school,Owner,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Other,Passenger,Female,18-30,3,Unknown,Unknown,Not a Pedestrian,No distancing,Slight Injury,15,Afternoon
14:50:00,Wednesday,Unknown,Male,Elementary school,Employee,2-5yr,Automobile,Owner,Unknown,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,3,Unknown,Unknown,Not a Pedestrian,Driving carelessly,Slight Injury,14,Afternoon
14:50:00,Wednesday,31-50,Male,Unknown,Unknown,Unknown,Public (12 seats),Owner,2-5yrs,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,14,Afternoon
16:20:00,Saturday,31-50,Male,Unknown,Unknown,Unknown,Automobile,Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,31-50,3,Other,Normal,Unknown or other,No priority to vehicle,Serious Injury,16,Afternoon
16:30:00,Monday,Unknown,Male,High school,Owner,1-2yr,Other,Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,16,Afternoon
16:30:00,Monday,18-30,Male,Junior high school,Employee,1-2yr,Public (12 seats),Owner,Above 10yr,No defect,Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,31-50,3,Unknown,Unknown,Not a Pedestrian,No distancing,Slight Injury,16,Afternoon
11:50:00,Friday,Unknown,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Rollover,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury,11,Morning
11:50:00,Friday,Unknown,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Getting off,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,11,Morning
17:11:00,Sunday,Under 18,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,5-10yrs,Unknown,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,17,Evening
17:11:00,Sunday,31-50,Male,High school,Owner,Above 10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,3,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,Slight Injury,17,Evening
